,,,,"But you'll see that on the exit questionnaire, I've evaluate myself to be more present minded, and I do feel that the efficient time I spent on working increased. I still sometimes not work when I should work, but I think overall I think (perceive?) myself to be more efficient.
",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Individual life changes,Attention to detail,3,To sense the changes in the external (world) and internal world (self).,"Because there are different sides of the stories, and we are to decide the whole picture of the process from many sides, and we must be vigilant not to ignore the small subtle difference. ... the detail orientation is a very important lesson I acquired from mindful relaxation (I1 Q2)",,,,,,,,,,,,,,,,,
2,,,,I feel I have always been a detail oriented person but I sometimes may lack the different perspective but mindful relaxation help me too spend more time on thinking and I care more about the details,,,,,,,,,,,,,,,,,
,,,,"I was very careful should there be any change of tones and change over the atmosphere in my surronding That helped me improve my teamwork and also I became slightly more detail oriented, like, I see things in a very detailed way and I'm always ready to make the fix, because these are the core principles of mindful relaxation, and just being able to see the small things and changes really helped me.",,,,,,,,,,,,,,,,,
,Friendship,1,To have more friends and deeper friendships because of more awareness and gratitude.,I felt I became a better listener so that may help me know more people and befriend with more and to have a lot of friends is also very important to my mental health.,,,,,,,,,,,,,,,,,
Teamwork,Communication,7,"Ability to use means of sending or receiving information, especially in the workplace routine",Became better in communication because the lesson I acquired from the mindful relaxation is that I can be more capable of perceiving the idea regardless of who it is from (I1 Q1).,,,,,,,,,,,,,,,,,
3,,,,"I was more capable of communicating because I was a better listener, I think.",,,,,,,,,,,,,,,,,
,,,,"Maybe I become slightly better at listening, because the principles learned from the mindful relaxation was to actually affect me, so that I'm more patient when listening to others opinions, and digest other opinions, before I make further comments",,,,,,,,,,,,,,,,,
,,,,"I'm better communicating with my teammate, because I consider their opinions very carefully like but I didn't really consciously practice this kind of careful listening before I practice mindful relaxation",,,,,,,,,,,,,,,,,
,,,,But the most obvious changes in terms of my behavior within my teamwork or on my own work is that I became more willing to join the discussion among all of my colleagues.,,,,,,,,,,,,,,,,,
,,,,"I feel that I present my work to the other colleagues in a more organised way. For example, during the stand-up meeting, I feel that I was clearly showing them the work I’ve done, and that was in the last week of my mindful relaxation. I used to be quite random when speaking simultaneously, but I don’t know if it was because of the nature of the training (of meditation), I feel as if I was clearer when speaking at work.
",,,,,,,,,,,,,,,,,
,,,,"I think I was more careful about other colleagues’ (or teammates’) speech and became better in listening, because of the mind at present. But again, it’s just my own perception, may not be true.",,,,,,,,,,,,,,,,,
,Collaboration,3,"The process of two or more people, entities or organizations working together to complete a task or achieve a goal. Collaboration is similar to cooperation. Most collaboration requires leadership, although the form of leadership can be social within a decentralized and egalitarian group.","We always come across stress in our project, but I found better way to help myself with that. With a chill mind, I feel I am more capable of helping others.
",,,,,,,,,,,,,,,,,
,,,,I think I was more collaborative with my teammates because when think of the mindful concepts. I think  I have more understanding of what other people are doing and I just felt that I I'm a better team player when I want to work with somebody else.,,,,,,,,,,,,,,,,,
,,,,"I did feel my brain became more clear and active during the group discussion. 
",,,,,,,,,,,,,,,,,
,Empathy,3,Empathy for teammates helps to better understand their motives and feelings. Ability to listen and understand how others think and work.,Listen and understand others' ideas more carefully with more attention to what they say (I1 Q1),,,,,,,,,,,,,,,,,
,,,,"When I worked within the team, especially in over teams discussion. I became a better listener and my mind became more, how to say, active and more creative",,,,,,,,,,,,,,,,,
,,,,What is most important in communicating? I guess is to assume that you are on others perspective and...,,,,,,,,,,,,,,,,,
RQ2,,,,,,,,,,,,,,,,,,,,,
Theme,Code,Frequency,Remarks,Meaning Unit,,,,,,,,,,,,,,,,,
Self-perception,Perceived-satisfaction,2,Ability to improve their own satisfaction when participating in group projects.,I also feel that I am more satisfied with what I’ve done as long as I've put enough effort in it so I see myself as more productive though it is not necessarily true but mentally it is helpful.,,,,,,,,,,,,,,,,,
6,,,,"Because you need calmness to spend time with yourself, spend some quality time, and also you need calmness to communicate with people more effectively, so calmness is definitely the best gift from this sessions.",,,,,,,,,,,,,,,,,calmness
,Perceived-productivity,4,Self-perceived efficiency.,"I am also full of energy for the most of the time I work and I may work for less hours because I achieve the same things within less time.
",,,,,,,,,,,,,,,,,
,,,,I think to take care of myself helped me to also encourage the others and just be more energetic.,,,,,,,,,,,,,,,,,
,,,,"Well, I feel that how I perceived my work has improved. My quality of work, that is. my code... because in the past few months I've been working on a web development project and I think that the since I practiced mindful relaxation, I just felt that my works are clearer. ",,,,,,,,,,,,,,,,,
,,,,"I also feel that my own plan was better followed as a result, because of me being more productive.
",,,,,,,,,,,,,,,,,
,Perceived-work quality,1,Feel more productive after taking mindful relaxation when working on a project.,"Well, I feel that how I perceived my work has improved. My quality of work, that is. my code... because in the past few months I've been working on a web development project and I think that the since I practiced mindful relaxation, I just felt that my works are clearer. ",,,,,,,,,,,,,,,,,
,Perceiced-energy level,4,Feel more energetic after taking mindful relaxation.,Both my brain and my body would become more active after the relaxation.,,,,,,,,,,,,,,,,,
,,,,"After I took any kind of mindful relaxation, I gained more energy, that would push me a little bit to focus on what I am doing for that moment.",,,,,,,,,,,,,,,,,
,,,,"I think I feel more relaxed after I take the mindful relaxation, and emerge more energetic when going back to my own work.
",,,,,,,,,,,,,,,,,
,,,,"I am also full of energy for the most of the time I work and I may work for less hours because I achieve the same things within less time.
",,,,,,,,,,,,,,,,,
,Self-image,5,A person's knowledge or view of her/himself.,"I feel I'm more like looking into myself more carefully and more holistically, so I try not to be so harsh on myself, because I got gratitude for things in life.",,,,,,,,,,,,,,,,,
,,,,"After the mindful relaxation, I was more able to accept who I am, and I do feel that I perceive myself as a more and more productive person, and this productivity really helped me to think that I'm more competent and I do gain this can-do spirit slightly.",,,,,,,,,,,,,,,,,
,,,,"Mindful relaxation is a practice to reflect on your own, and in doing so, I've actually got more used to understanding myself.",,,,,,,,,,,,,,,,,
,,,,Just focus on what you are doing at the moment and know your mental state at the moment. a reasonable self-evaluation plays an important role in myself image and if I think myself to be of a better a person.,,,,,,,,,,,,,,,,,
,,,,"I also perceive myself to me a more delightful and calm person, slightly more.",,,,,,,,,,,,,,,,,
,Self-relationship,6,The ability to know how to live with her/himself.,"This helped me to deal with myself, to live with my own characteristics, and this will be a lesson for my whole life, not only in work but also in life. So I think if I practice longer, it will improve my work life experience. ",,,,,,,,,,,,,,,,,
,,,,"Main lessons I learned was to deal with yourself, to bear with yourself and to accept the person who you really are.",,,,,,,,,,,,,,,,,
,,,,"I think the most important benefit is to be kind to yourself, and not to be overwhelmed by the seemingly stressful difficulties in life. We will live with our body and mind for the entire life so to learn to live with our bad mood is also important. And I think mindful relaxation teach me a lesson to accept myself, and this kind of mentality is very precious when working as software engineer.",,,,,,,,,,,,,,,,,
,,,,"I think I was softer on myself. Like, I still pushed myself from time to time, but I kind of developed a benchmark, and knew when it is too much.",,,,,,,,,,,,,,,,,
,,,,"As a software engineering student, I have very busy daily life and piles of work, and my screen time is really a lot so it's really a rare opportunity to have such a self led opportunity to focus on myself, to have some time to enjoy solitude.",,,,,,,,,,,,,,,,,
,,,,"I guess the change should be very slight, but I still feel that I spent more time with myself, quality time, I think I can evaluate my state of mind more fairly, because I try to listen to my breath and I try to think about my feelings more.",,,,,,,,,,,,,,,,,
Resilience,Confidence,5,"Facing ongoing significant life stressors, the ability to maintain their own attitude and stay confident.","First of all, I think when dealing with the stressors in life, I have confidence in myself that I can conquer them, because I have this good spirit and attitude and at the very circumstances happened all the time.",,,,,,,,,,,,,,,,,
4,,,,"I actually gain a lot of confidence in myself from this practice and I want it to be kept.
",,,,,,,,,,,,,,,,,
,,,,"I feel more confident in myself 'cause I'm very honest to what I've been doing and how I perceive myself.
",,,,,,,,,,,,,,,,,
,,,,"The confidence comes from knowledge about myself, from practising the self-meditation. ",,,,,,,,,,,,,,,,,
,,,,It feels like I can have more meaningful individual contribution during the stand-up meeting of our project group.,,,,,,,,,,,,,,,,,
,Balance work ,7,"Facing a high workload, the ability to balance working time and breaks.",I don't need to worry about anything about work and it actually helped me relax and improve the quality of my free time.,,,,,,,,,,,,,,,,,
,,,,"So when I'm off, not working, I may have more quality rest time, and I feel my mind is clearer when I finish the pause.",,,,,,,,,,,,,,,,,
,,,,"Another acquisition is that I need to take the lead to take care of myself and your work really helped me to achieve this.
",,,,,,,,,,,,,,,,,
,,,,It helped me to have better work life balence and it helped me to become a more organized person.,,,,,,,,,,,,,,,,,
,,,,"And I also attempt to strike a balance between my work and rest, I guess I feel more energetic when I return from a break because my break is of higher quality because I sometimes do meditation during the break.",,,,,,,,,,,,,,,,,
,,,,"I think I became more aware of taking care of myself. I didn’t really care about my own state of mind before these 28 days, but after using headspace as a means to guide me through the mindful relaxation, I feel as if I am more able to adopt a sustainable practice that helps me with my own well-being.",,,,,,,,,,,,,,,,,
,,,,"Apart from what I’ve said, I think that is a sustainable way to care for my wellbeing. I believe that it’s my own duty to take care of myself, especially my mind, since we are working in a stressful project.
",,,,,,,,,,,,,,,,,
,Take a deep breaths,3,"Facing tragedy, trauma, or adversity, the ability to calm down by taking deep breaths.","I think this kind of mindset is very useful. When I am too stressed just take a breath and things will go well.
",,,,,,,,,,,,,,,,,
,,,,"The idea of taking a deep breath also helped me to alleviate my stress when I have a burning and thorny issue.
",,,,,,,,,,,,,,,,,
,,,,"It is OK to feel bad about myself sometimes, just take a breath.",,,,,,,,,,,,,,,,,
,Calm,2,The ability to be quiet and free from disturbance.,"Because you need calmness to spend time with yourself, spend some quality time, and also you need calmness to communicate with people more effectively, so calmness is definitely the best gift from this sessions.",,,,,,,,,,,,,,,,,
,,,,"I also perceive myself to me a more delightful and calm person, slightly more.",,,,,,,,,,,,,,,,,
Cognitive abilities,Focus level,11,"Ability to keep his/her mind clear, and focus on the moment.","To be a bit more general, it just feels like personally, I’ve become my, my mind becomes fresher and my entire body feels refreshed, especially 10 minutes right away after the daily mindful practices.",,,,,,,,,,,,,,,,,
4,,,,"So my focus indeed sharpened, and I feel that my focus band is longer and when I focus on something I ... can carefully intensively focus on what I've been doing.",,,,,,,,,,,,,,,,,
,,,,I think I became better at focusing on the small things - like what I said - and also my focus lasts for a longer time.,,,,,,,,,,,,,,,,,
,,,,"The core concept or let’s say, the main takeaway for myself after the mindful relaxation is learned how to focus on the things I’m doing at a specific moment.",,,,,,,,,,,,,,,,,
,,,,Mindful relaxation made a slight increase to the to my focus.,,,,,,,,,,,,,,,,,
,,,,"I became more focused when I’m working along with my colleagues, and this only happened when I’m working with others.",,,,,,,,,,,,,,,,,
,,,,I did learn how to focus at the moment in terms of individual and when I worked with my teammates at least I had a feeling that all my partners gather their minds very clear and Super active in the group discussion.,,,,,,,,,,,,,,,,,
,,,,My abilities to focus on myself or focus on the tasks I’m doing for a specific moment have been enhanced.,,,,,,,,,,,,,,,,,
,,,,"I was not so easily interrupted by my own emotions or other feelings when I'm focusing on one thing, because meditation is to just sit there and follow the instruction, reflect on your life, and that kind of affects my work. …I can give an example. I used to be quite elusive, like I'm working on a project and writing for the documentation, I may miss details and it may take more iterations to finish. But now I think I can just finish it in a one-time deal.
",,,,,,,,,,,,,,,,,
,,,,My focus is more robust.,,,,,,,,,,,,,,,,,
,,,,I feel I am more focusing and less subject to distraction. I kind of know how to intentionally control my focus span…,,,,,,,,,,,,,,,,,
,Clear mind,12,The ability to explain the issue in a way that is very clear and reasonable.,"Overall for myself during either coding on my own or paired is like, a refresh of my mind or let’s say, it’s more like a short break for my brain at all, I would say.",,,,,,,,,,,,,,,,,
,,,,I learnt a new way of thinking about how to relax myself and get myself kind of refreshed. ,,,,,,,,,,,,,,,,,
,,,,I think I am more capable of focusing on the task in hand. Less easily distracted as well. But I may need more time to practice improving my focus significantly.,,,,,,,,,,,,,,,,,
,,,,"One thing happened a lot was that I aim at my future goal too much that I lose track of what I’ve been doing/what I should do at the moment. If I use the mindset or idea of mindful relaxation, I believe I’d be much less distracted by these.
",,,,,,,,,,,,,,,,,
,,,,Mindful relaxation is more like a way for me to relax or even release the potential stress for the moment I would say.,,,,,,,,,,,,,,,,,
,,,,"One more thing, personally, I did have a better understanding of the mission that was assigned to me.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,"Once your brain get relaxed, that means your brain gonna have more space to think about the other things, or to consider something more carefully.
",,,,,,,,,,,,,,,,,
,,,,"I get more focused because I felt more relaxed and  brain will become more active with more space for ne to consider, or to analyze the things I was doing at that moment.",,,,,,,,,,,,,,,,,
,,,,"My attention flows is becoming better - it still takes me some time to get into the topic. I mean I'm not a robot I cannot immediately change state to focus, but I think the focus flow was much smoother because of the benefits of the mindful relaxation.
",,,,,,,,,,,,,,,,,
,,,,"The feeling of being present, that I have one thing to do at this moment, that I must focus on the very thing, that I need to do at this moment that I have no other concern before or after.",,,,,,,,,,,,,,,,,
,,,,"Be present minded, that I only have the thing to focus on, and I don't really get distracted and that's the main lesson from the mindful relaxation or the principles that I learned that helped me to have a good communication strategy with my teammates.",,,,,,,,,,,,,,,,,
,,,,I did feel like I could concentrate more on something that I’m doing for the moment because my brain got some kind of relaxation.,,,,,,,,,,,,,,,,,
,Handling stress,9,More capable of handling stress and relaxed and feeling less anxious during working hours.,The meditation I took did help me to refresh my mind when I’m exhausted and overloaded by my work.,,,,,,,,,,,,,,,,,
,,,,"Just making you more relaxed overall, and that has contributed to just being not as anxious and stressed.",,,,,,,,,,,,,,,,,
,,,,"Even though I have quite a tight work schedule, I work long hours, and I have a lot of things to do everyday, I see new challenges every day - but the mindful relaxation principles just help me to deal with the stress.",,,,,,,,,,,,,,,,,
,,,,The 10 minutes practices per day really just help me to feel more relaxed and more focused on what I am working at at a specific moment.,,,,,,,,,,,,,,,,,
,,,,"The process of trial and error can be quite frustrating, but like what I said, to take a deep breath and just focus on myself when taking a break really helped me to get along with myself.",,,,,,,,,,,,,,,,,
,,,,"The surroundings are ever changing, and there are a lot of things to worry. But in the meantime, also appreciate the surroundings, like a good weather or nice people.",,,,,,,,,,,,,,,,,
,,,,"All I can say is like, i felt a bit relaxed after I finished the meditation.",,,,,,,,,,,,,,,,,
,,,,"I learned a new strategy of how I can get some relaxation using the least time I guess, especially if you are super busy doing something.",,,,,,,,,,,,,,,,,
,,,,"Sometimes being stressed is inevitable, but I still needed to relax and take some time to think about myself – where have I been, what did I eat, how is my breathing, etc. When emptying my mind and only to think about nothing, the relaxation is more lasting than temporary recreation, like playing video games.  ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Abstract thinking,2,The ability to come up with ideas with meaningful originality.,"My brain became clearer, and I’m trying to come up with some draft ideas… The originality becomes more meaningful… I would say.",,,,,,,,,,,,,,,,,
,,,,"I do think a better focus that I became, helped me to come up with more ideas or, should I say, the ideas that I come up with are of better quality um, like, when brainstorming for an idea, I think my ideas were more to the point, and I think this may be a positive change because of the mindful relaxation.",,,,,,,,,,,,,,,,,
